site,sp,genus,doy_10_percentile,doy_30_percentile,doy_50_percentile,doy_70_percentile,doy_90_percentile,n_record,n_year,type
SJER,Trifolium subterraneum,Trifolium,86,105,116,122,135,769,13,species_level
SJER,Trifolium variegatum,Trifolium,90.7,108.1,122.5,146.9,171.6,128,12,species_level
SJER,Trifolium willdenovii,Trifolium,85,102.9,113,125.09999999999997,149.7,514,14,species_level
SOAP,Ceanothus cuneatus,Ceanothus,40,61,77,93,117,421,18,species_level
SOAP,Ceanothus diversifolius,Ceanothus,92.79999999999998,106.4,120,121.6,123.19999999999999,3,3,species_level
SOAP,Ceanothus integerrimus,Ceanothus,111.2,136,150,160.39999999999998,176,253,14,species_level
SOAP,Ceanothus leucodermis,Ceanothus,85,106.6,116,125,145.8,193,14,species_level
SOAP,Ceanothus sp,Ceanothus,52,96,133,165,205,5161,24,genus_level
SOAP,Cercocarpus montanus,Cercocarpus,42,116.8,162,233.39999999999998,319,237,10,species_level
SOAP,Chamaebatia foliolosa,Chamaebatia,116.7,140.29999999999998,151,168,222.10000000000002,58,7,species_level
SOAP,Lathyrus lanszwertii,Lathyrus,130.20000000000002,144.39999999999998,157,177.60000000000002,184.39999999999998,19,5,species_level
SOAP,Lathyrus nevadensis,Lathyrus,121.8,132.8,141,173.6,187,19,7,species_level
SOAP,Lathyrus sp,Lathyrus,96,143,169,189,232,2982,22,genus_level
SOAP,Lathyrus sulphureus,Lathyrus,108.2,124.6,136,144.4,155.6,22,8,species_level
SOAP,Lotus argophyllus,Lotus,156,171,185,208,242,3620,21,genus_level
SOAP,Lotus crassifolius,Lotus,156,171,185,208,242,3620,21,genus_level
SOAP,Lotus micranthus,Lotus,156,171,185,208,242,3620,21,genus_level
SOAP,Lotus sp,Lotus,156,171,185,208,242,3620,21,genus_level
SOAP,Lotus strigosus,Lotus,156,171,185,208,242,3620,21,genus_level
SOAP,Lotus unifoliolatus,Lotus,156,171,185,208,242,3620,21,genus_level
SOAP,Lotus wrangelianus,Lotus,156,171,185,208,242,3620,21,genus_level
SOAP,Lupinus benthamii,Lupinus,77,80.2,92,114.79999999999998,122.19999999999999,15,7,species_level
SOAP,Lupinus bicolor,Lupinus,74,89,105.5,118.89999999999998,142.30000000000007,618,16,species_level
SOAP,Lupinus sp,Lupinus,64,83,100,119,166,14875,32,genus_level
SOAP,Lupinus stiversii,Lupinus,115,144,152,163,179,71,12,species_level
SOAP,Trifolium ciliolatum,Trifolium,101.4,113,118,123.39999999999998,140.8,53,9,species_level
SOAP,Trifolium microcephalum,Trifolium,100,114,126.5,146.79999999999998,159,58,10,species_level
SOAP,Trifolium obtusiflorum,Trifolium,129.6,144.4,169,177.20000000000002,254.20000000000002,17,6,species_level
SOAP,Trifolium sp,Trifolium,101,136,162,196,262,16655,23,genus_level
SOAP,Trifolium variegatum,Trifolium,90.7,108.1,122.5,146.9,171.6,128,12,species_level
SOAP,Trifolium willdenovii,Trifolium,85,102.9,113,125.09999999999997,149.7,514,14,species_level
SOAP,Vicia americana,Vicia,137,153,169,184,200.7,414,15,species_level
SOAP,Vicia sp,Vicia,84,118,145,170,203,4697,22,genus_level
SRER,Acacia angustissima,Acacia,40,89.29999999999995,180,272,325.9000000000001,1572,14,genus_level
SRER,Acacia constricta,Acacia,40,89.29999999999995,180,272,325.9000000000001,1572,14,genus_level
SRER,Astragalus allochrous,Astragalus,71.3,75.9,80.5,85.1,89.7,2,2,species_level
SRER,Astragalus nuttallianus,Astragalus,48.80000000000001,73.2,84.5,96.9,112.49999999999999,88,10,species_level
SRER,Astragalus sp,Astragalus,66,88,114,141,186,2802,26,genus_level
SRER,Calliandra eriophylla,Calliandra,47.2,70,83,106.39999999999999,286.2000000000003,125,12,species_level
SRER,Chamaecrista nictitans,Chamaecrista,219.3,233,240,249,267.70000000000005,174,10,species_level
SRER,Dalea pogonathera,Dalea,43,88.6,120,181.19999999999996,261.80000000000007,23,8,species_level
SRER,Dalea sp,Dalea,64,120,183,204,269,1869,21,genus_level
SRER,Desmodium cinerascens,Desmodium,237,237,237,237,237,1,1,species_level
SRER,Desmodium sp,Desmodium,183,205,223,242,264,705,15,genus_level
SRER,Eysenhardtia orthocarpa,Eysenhardtia,116,157.4,191,218.6,228.79999999999998,9,4,species_level
SRER,Lotus greenei,Lotus,156,171,185,208,242,3620,21,genus_level
SRER,Lotus humistratus,Lotus,156,171,185,208,242,3620,21,genus_level
SRER,Lotus sp,Lotus,156,171,185,208,242,3620,21,genus_level
SRER,Lotus strigosus,Lotus,156,171,185,208,242,3620,21,genus_level
SRER,Lupinus concinnus,Lupinus,75,92,105,118.29999999999995,138,400,13,species_level
SRER,Lupinus sp,Lupinus,64,83,100,119,166,14875,32,genus_level
SRER,Lupinus sparsiflorus,Lupinus,56,74,81,91,111,401,13,species_level
SRER,Mimosa dysocarpa,Mimosa,179,207.1,220.5,225.9,240.9,38,10,species_level
SRER,Mimosa sp,Mimosa,98,117,141,186.29999999999995,262.1,1090,21,genus_level
SRER,Olneya tesota,Olneya,47.400000000000006,110.19999999999999,141,212,306.80000000000007,705,17,species_level
SRER,Prosopis velutina,Prosopis,45,109,207,281,325,1494,9,species_level
SRER,Rhynchosia senna,Rhynchosia,120,126,150,223,260,41,5,species_level
SRER,Vicia ludoviciana,Vicia,50,69.9,82,92,120,174,9,species_level
STEI,Alnus incana,Alnus,102,156,193,233,276,926,15,species_level
STEI,Alnus sp,Alnus,72.80000000000001,127,184,234,289.20000000000005,1709,17,genus_level
STEI,Amphicarpaea bracteata,Amphicarpaea,224,232,238.5,245,253,2412,21,species_level
STEI,Lotus corniculatus,Lotus,156,170.19999999999993,185,207,241,3375,21,species_level
STEI,Medicago lupulina,Medicago,90,139,158,176,228,1560,16,species_level
STEI,Myrica gale,Myrica,103.8,125.69999999999999,143.5,172.39999999999998,259,60,8,species_level
STEI,Trifolium campestre,Trifolium,100,126,147,173,207.20000000000005,725,14,species_level
STEI,Trifolium hybridum,Trifolium,152,166,185,207.59999999999997,247,589,14,species_level
STEI,Trifolium pratense,Trifolium,145,166,196,243,280,4765,20,species_level
STEI,Trifolium repens,Trifolium,91,138,163,199,274,5555,18,species_level
STEI,Trifolium sp,Trifolium,101,136,162,196,262,16655,23,genus_level
TALL,Alnus serrulata,Alnus,10.400000000000002,51.3,68.5,128.39999999999992,299.29999999999995,52,9,species_level
TALL,Amphicarpaea bracteata,Amphicarpaea,224,232,238.5,245,253,2412,21,species_level
TALL,Baptisia sp,Baptisia,102,134,155,173,195,1008,17,genus_level
TALL,Ceanothus americanus,Ceanothus,142.10000000000002,163,175,185,197.89999999999998,672,19,species_level
TALL,Centrosema virginianum,Centrosema,143,184,207.5,229,254.10000000000002,740,14,species_level
TALL,Chamaecrista fasciculata,Chamaecrista,175,209,225,241,272,4671,22,species_level
TALL,Chamaecrista nictitans,Chamaecrista,219.3,233,240,249,267.70000000000005,174,10,species_level
TALL,Chamaecrista sp,Chamaecrista,173,209,226,241,272,4930,22,genus_level
TALL,Clitoria mariana,Clitoria,156,179,195,209,231,301,13,species_level
TALL,Crotalaria rotundifolia,Crotalaria,53.4,97.8,124,196.2,333.6,55,7,species_level
TALL,Crotalaria sagittalis,Crotalaria,156,187,202,208.9,252.20000000000002,18,7,species_level
TALL,Crotalaria sp,Crotalaria,48.60000000000001,123.6,215,262.59999999999997,333,237,12,genus_level
TALL,Desmanthus obtusus,Desmanthus,139.2,168,188,201.79999999999998,241.8,113,9,genus_level
TALL,Desmodium batocaulon,Desmodium,218.70000000000002,236.4,244,253,255.2,10,4,species_level
TALL,Desmodium canescens,Desmodium,207.10000000000002,217.5,229,233.9,253,20,7,species_level
TALL,Desmodium ciliare,Desmodium,239,248.6,249,258.2,275.8,7,4,species_level
TALL,Desmodium laevigatum,Desmodium,252,252,252,252,252,1,1,species_level
TALL,Desmodium lineatum,Desmodium,119,119,119,119,119,1,1,species_level
TALL,Desmodium marilandicum,Desmodium,230.9,242.70000000000002,254.5,266.3,278.09999999999997,2,1,species_level
TALL,Desmodium nudiflorum,Desmodium,183,205,223,242,264,705,15,genus_level
TALL,Desmodium nuttallii,Desmodium,196.6,207.8,219,230.2,241.4,2,2,species_level
TALL,Desmodium obtusum,Desmodium,241,241,241,241,241,1,1,species_level
TALL,Desmodium paniculatum,Desmodium,215,231.7,244,253,265.2,140,9,species_level
TALL,Desmodium pauciflorum,Desmodium,183,205,223,242,264,705,15,genus_level
TALL,Desmodium perplexum,Desmodium,245.5,248.5,253.5,258.5,270.5,6,4,species_level
TALL,Desmodium rotundifolium,Desmodium,203,234,240,244,255,26,6,species_level
TALL,Desmodium sp,Desmodium,183,205,223,242,264,705,15,genus_level
TALL,Desmodium strictum,Desmodium,270,270,270,270,270,1,1,species_level
TALL,Desmodium viridiflorum,Desmodium,205.60000000000002,228.8,252,255.2,258.4,3,3,species_level
TALL,Galactia regularis,Galactia,173.4,187.4,201,210,217.6,45,8,species_level
TALL,Galactia sp,Galactia,109.69999999999999,152,190.5,210,240.89999999999998,128,9,genus_level
TALL,Galactia volubilis,Galactia,105,169.5,193.5,210.5,224.5,6,3,species_level
TALL,Kummerowia striata,Kummerowia,223.2,234.60000000000002,244,252.2,274.4,77,11,species_level
TALL,Lespedeza angustifolia,Lespedeza,224.8,230.4,236,237.6,239.2,3,2,species_level
TALL,Lespedeza bicolor,Lespedeza,184,215.20000000000002,228,251,267.8,29,6,species_level
TALL,Lespedeza capitata,Lespedeza,199,217,225,231,241.7,114,12,species_level
TALL,Lespedeza cuneata,Lespedeza,220,241,252,258,268,209,12,species_level
TALL,Lespedeza frutescens,Lespedeza,221.7,229.6,235.5,236,251.3,8,3,species_level
TALL,Lespedeza hirta,Lespedeza,199.89999999999998,211.4,224.5,244.3,263.2,40,7,species_level
TALL,Lespedeza procumbens,Lespedeza,209,238,247,253.39999999999998,270,43,4,species_level
TALL,Lespedeza repens,Lespedeza,132.4,161.89999999999998,205,239,272.3,50,7,species_level
TALL,Lespedeza sp,Lespedeza,198.5,227,240,252,265,636,15,genus_level
TALL,Lespedeza stuevei,Lespedeza,237.5,240.5,242,244.49999999999997,253.5,4,3,species_level
TALL,Lespedeza violacea,Lespedeza,223.2,234.2,240,244.6,253,15,8,species_level
TALL,Lespedeza virginica,Lespedeza,224.60000000000002,236.2,244,253,261.6,105,10,species_level
TALL,Mimosa microphylla,Mimosa,124.20000000000002,151.2,164,182,210.79999999999998,133,11,species_level
TALL,Mimosa sp,Mimosa,98,117,141,186.29999999999995,262.1,1090,21,genus_level
TALL,Morella caroliniensis,Morella,72.4,76,87,90,101.4,23,6,species_level
TALL,Morella cerifera,Morella,46,62,80,110,300.80000000000007,593,13,species_level
TALL,Orbexilum pedunculatum,Orbexilum,120.6,128.4,134,143.2,156.4,27,10,species_level
TALL,Rhynchosia reniformis,Rhynchosia,106.5,124.8,135.5,162.7,226.89999999999998,42,9,species_level
TALL,Strophostyles umbellata,Strophostyles,198,226,240,251,270,232,12,species_level
TALL,Stylosanthes biflora,Stylosanthes,138.3,158.8,182.5,207.1,249.70000000000002,234,12,species_level
TALL,Tephrosia virginiana,Tephrosia,119.6,138,151,167,186,337,16,species_level
TALL,Vicia caroliniana,Vicia,77.19999999999999,93,107,120,137,173,12,species_level
TALL,Vicia sp,Vicia,84,118,145,170,203,4697,22,genus_level
TEAK,Ceanothus cordulatus,Ceanothus,148,163,171,181,196,171,12,species_level
TEAK,Ceanothus cuneatus,Ceanothus,40,61,77,93,117,421,18,species_level
TEAK,Cercocarpus montanus,Cercocarpus,42,116.8,162,233.39999999999998,319,237,10,species_level
TEAK,Lathyrus sp,Lathyrus,96,143,169,189,232,2982,22,genus_level
TEAK,Lotus crassifolius,Lotus,156,171,185,208,242,3620,21,genus_level
TEAK,Lotus micranthus,Lotus,156,171,185,208,242,3620,21,genus_level
TEAK,Lotus oblongifolius,Lotus,156,171,185,208,242,3620,21,genus_level
TEAK,Lotus unifoliolatus,Lotus,156,171,185,208,242,3620,21,genus_level
TEAK,Lupinus albifrons,Lupinus,51.3,77.79999999999998,99,117,145.70000000000002,254,16,species_level
TEAK,Lupinus breweri,Lupinus,163.6,172.9,193,202.2,227.10000000000002,14,6,species_level
TEAK,Lupinus latifolius,Lupinus,74,118.1,149.5,178,221.3,258,14,species_level
TEAK,Lupinus lepidus,Lupinus,161,185.39999999999998,204,215,234.60000000000002,139,18,species_level
TEAK,Lupinus sp,Lupinus,64,83,100,119,166,14875,32,genus_level
TEAK,Trifolium sp,Trifolium,101,136,162,196,262,16655,23,genus_level
TOOL,Astragalus umbellatus,Astragalus,66,88,114,141,186,2802,26,genus_level
TOOL,Dryas integrifolia,Dryas,171.4,176.2,181,186.60000000000002,192.2,3,3,species_level
TOOL,Dryas octopetala,Dryas,157.10000000000002,173,183,192.7,204,92,18,genus_level
TOOL,Oxytropis campestris,Oxytropis,146.3,167,179,187.29999999999998,202,74,13,species_level
TOOL,Oxytropis nigrescens,Oxytropis,133,148,160,179.89999999999998,198,478,18,genus_level
TOOL,Oxytropis scammaniana,Oxytropis,133,148,160,179.89999999999998,198,478,18,genus_level
TOOL,Oxytropis sp,Oxytropis,133,148,160,179.89999999999998,198,478,18,genus_level
TREE,Alnus incana,Alnus,102,156,193,233,276,926,15,species_level
TREE,Alnus sp,Alnus,72.80000000000001,127,184,234,289.20000000000005,1709,17,genus_level
TREE,Comptonia peregrina,Comptonia,102.89999999999999,112,118,127,161.40000000000003,50,8,species_level
TREE,Lotus corniculatus,Lotus,156,170.19999999999993,185,207,241,3375,21,species_level
TREE,Myrica gale,Myrica,103.8,125.69999999999999,143.5,172.39999999999998,259,60,8,species_level
TREE,Trifolium hybridum,Trifolium,152,166,185,207.59999999999997,247,589,14,species_level
TREE,Trifolium repens,Trifolium,91,138,163,199,274,5555,18,species_level
TREE,Trifolium sp,Trifolium,101,136,162,196,262,16655,23,genus_level
UKFS,Amphicarpaea bracteata,Amphicarpaea,224,232,238.5,245,253,2412,21,species_level
UKFS,Baptisia alba,Baptisia,115,154.9,163.5,173,189.70000000000002,274,15,species_level
UKFS,Baptisia australis,Baptisia,108,131.5,147,158.5,179,306,14,species_level
UKFS,Baptisia bracteata,Baptisia,83,101.5,125,145,153.5,146,15,species_level
UKFS,Ceanothus americanus,Ceanothus,142.10000000000002,163,175,185,197.89999999999998,672,19,species_level
UKFS,Chamaecrista fasciculata,Chamaecrista,175,209,225,241,272,4671,22,species_level
UKFS,Dalea purpurea,Dalea,145.60000000000002,183.2,195,208.79999999999995,241.60000000000002,635,18,species_level
UKFS,Desmanthus illinoensis,Desmanthus,161,178,189,199,226,81,8,species_level
UKFS,Desmodium canadense,Desmodium,187,197,207,219,236,294,14,species_level
UKFS,Desmodium cuspidatum,Desmodium,195.3,208.3,234.5,242.7,247,8,4,species_level
UKFS,Desmodium glabellum,Desmodium,214.60000000000002,231.20000000000002,242,250.79999999999998,264.6,18,6,species_level
UKFS,Desmodium glutinosum,Desmodium,174.8,207.6,229,252,277.8,45,3,species_level
UKFS,Desmodium illinoense,Desmodium,182.1,186.7,194,203.79999999999998,209,12,4,species_level
UKFS,Desmodium paniculatum,Desmodium,215,231.7,244,253,265.2,140,9,species_level
UKFS,Desmodium perplexum,Desmodium,245.5,248.5,253.5,258.5,270.5,6,4,species_level
UKFS,Desmodium sessilifolium,Desmodium,188.4,207.2,222,227.2,239.60000000000002,7,5,species_level
UKFS,Desmodium sp,Desmodium,183,205,223,242,264,705,15,genus_level
UKFS,Kummerowia sp,Kummerowia,224,235.9,243.5,250.1,269.1,94,11,genus_level
UKFS,Kummerowia stipulacea,Kummerowia,232.40000000000003,237.79999999999998,243,247,257,17,8,species_level
UKFS,Kummerowia striata,Kummerowia,223.2,234.60000000000002,244,252.2,274.4,77,11,species_level
UKFS,Lespedeza capitata,Lespedeza,199,217,225,231,241.7,114,12,species_level
UKFS,Lespedeza cuneata,Lespedeza,220,241,252,258,268,209,12,species_level
UKFS,Lespedeza frutescens,Lespedeza,221.7,229.6,235.5,236,251.3,8,3,species_level
UKFS,Lespedeza sp,Lespedeza,198.5,227,240,252,265,636,15,genus_level
UKFS,Lespedeza violacea,Lespedeza,223.2,234.2,240,244.6,253,15,8,species_level
UKFS,Lespedeza virginica,Lespedeza,224.60000000000002,236.2,244,253,261.6,105,10,species_level
UKFS,Medicago lupulina,Medicago,90,139,158,176,228,1560,16,species_level
UKFS,Melilotus officinalis,Melilotus,145.2,161,173,194,235,1193,19,species_level
UKFS,Melilotus sp,Melilotus,112,165,186,207,254,3402,22,genus_level
UKFS,Mimosa nuttallii,Mimosa,121.30000000000001,132.8,144.5,160.1,175.8,34,11,species_level
UKFS,Mimosa rupertiana,Mimosa,130.4,167.20000000000002,204,216.8,229.6,3,2,species_level
UKFS,Robinia pseudoacacia,Robinia,93,120,138,152,257.8000000000002,2963,20,species_level
UKFS,Trifolium campestre,Trifolium,100,126,147,173,207.20000000000005,725,14,species_level
UKFS,Trifolium pratense,Trifolium,145,166,196,243,280,4765,20,species_level
UKFS,Trifolium repens,Trifolium,91,138,163,199,274,5555,18,species_level
UKFS,Trifolium sp,Trifolium,101,136,162,196,262,16655,23,genus_level
UNDE,Alnus incana,Alnus,102,156,193,233,276,926,15,species_level
UNDE,Amphicarpaea bracteata,Amphicarpaea,224,232,238.5,245,253,2412,21,species_level
UNDE,Myrica gale,Myrica,103.8,125.69999999999999,143.5,172.39999999999998,259,60,8,species_level
UNDE,Trifolium pratense,Trifolium,145,166,196,243,280,4765,20,species_level
UNDE,Trifolium repens,Trifolium,91,138,163,199,274,5555,18,species_level
WOOD,Amorpha canescens,Amorpha,115,172,185,198.7,247,542,17,species_level
WOOD,Amorpha nana,Amorpha,154,160.5,168.5,179.5,181.5,16,5,species_level
WOOD,Astragalus agnicidus,Astragalus,98,114,114,120,155.80000000000004,13,2,species_level
WOOD,Astragalus agrestis,Astragalus,143.6,149.8,158,163,173,47,10,species_level
WOOD,Astragalus crassicarpus,Astragalus,63,82.89999999999999,95.5,130.2,151,94,12,species_level
WOOD,Astragalus flexuosus,Astragalus,161,165.2,173,192.5,204.3,8,6,species_level
WOOD,Astragalus missouriensis,Astragalus,72,91,108,125.19999999999999,147.4,127,15,species_level
WOOD,Astragalus sp,Astragalus,66,88,114,141,186,2802,26,genus_level
WOOD,Dalea candida,Dalea,170,187,194,205,227,209,17,species_level
WOOD,Dalea purpurea,Dalea,145.60000000000002,183.2,195,208.79999999999995,241.60000000000002,635,18,species_level
WOOD,Desmodium canadense,Desmodium,187,197,207,219,236,294,14,species_level
WOOD,Elaeagnus commutata,Elaeagnus,147,153,160,172,291,51,13,species_level
WOOD,Glycyrrhiza lepidota,Glycyrrhiza,149,173,184,191,208,101,9,species_level
WOOD,Lotus unifoliolatus,Lotus,156,171,185,208,242,3620,21,genus_level
WOOD,Medicago lupulina,Medicago,90,139,158,176,228,1560,16,species_level
WOOD,Medicago sativa,Medicago,96,162.89999999999998,193,224,272,1264,16,species_level
WOOD,Melilotus officinalis,Melilotus,145.2,161,173,194,235,1193,19,species_level
WOOD,Melilotus sp,Melilotus,112,165,186,207,254,3402,22,genus_level
WOOD,Oxytropis sp,Oxytropis,133,148,160,179.89999999999998,198,478,18,genus_level
WOOD,Pediomelum argophyllum,Pediomelum,181,188,193,199.4,212.00000000000003,53,13,species_level
WOOD,Pediomelum esculentum,Pediomelum,137.7,152.10000000000002,162.5,165.89999999999998,175.90000000000003,38,10,species_level
WOOD,Shepherdia argentea,Shepherdia,115,122,178,237.4,292.79999999999995,37,7,species_level
WOOD,Trifolium hybridum,Trifolium,152,166,185,207.59999999999997,247,589,14,species_level
WOOD,Trifolium pratense,Trifolium,145,166,196,243,280,4765,20,species_level
WOOD,Trifolium repens,Trifolium,91,138,163,199,274,5555,18,species_level
WOOD,Trifolium sp,Trifolium,101,136,162,196,262,16655,23,genus_level
WOOD,Vicia americana,Vicia,137,153,169,184,200.7,414,15,species_level
WOOD,Vicia sativa,Vicia,68,96,116,127,146,1207,16,species_level
WREF,Alnus rubra,Alnus,55.8,104.4,164,241,308.20000000000005,669,16,species_level
WREF,Alnus sp,Alnus,72.80000000000001,127,184,234,289.20000000000005,1709,17,genus_level
WREF,Lathyrus sp,Lathyrus,96,143,169,189,232,2982,22,genus_level
YELL,Astragalus agrestis,Astragalus,143.6,149.8,158,163,173,47,10,species_level
YELL,Astragalus miser,Astragalus,141.8,151.4,162,173.2,187,69,9,species_level
YELL,Astragalus purshii,Astragalus,86,113.39999999999999,119,130,146.4,89,13,species_level
YELL,Astragalus sp,Astragalus,66,88,114,141,186,2802,26,genus_level
YELL,Astragalus vexilliflexus,Astragalus,149.8,157.4,160,186,227.2,9,5,species_level
YELL,Ceanothus sp,Ceanothus,52,96,133,165,205,5161,24,genus_level
YELL,Hedysarum boreale,Hedysarum,146.2,152.6,161,178.39999999999998,195,83,11,species_level
YELL,Hedysarum sp,Hedysarum,149.6,163.8,180,193,210.8,187,15,genus_level
YELL,Lupinus leucophyllus,Lupinus,154.4,155.2,156,193.2,230.39999999999998,3,3,species_level
YELL,Lupinus sericeus,Lupinus,115.1,144.8,158.5,182.3,224.2,10,6,species_level
YELL,Lupinus sp,Lupinus,64,83,100,119,166,14875,32,genus_level
YELL,Oxytropis lagopus,Oxytropis,173,173,173,173,173,1,1,species_level
YELL,Oxytropis sp,Oxytropis,133,148,160,179.89999999999998,198,478,18,genus_level
YELL,Shepherdia canadensis,Shepherdia,98.4,119,125,138,152,235,13,species_level
YELL,Shepherdia sp,Shepherdia,97,119,125,140,164.60000000000002,293,13,genus_level
YELL,Trifolium dubium,Trifolium,93,118,134,146,167.5,646,11,species_level
YELL,Trifolium pratense,Trifolium,145,166,196,243,280,4765,20,species_level
YELL,Trifolium repens,Trifolium,91,138,163,199,274,5555,18,species_level
YELL,Trifolium sp,Trifolium,101,136,162,196,262,16655,23,genus_level
